year,i_iso3,j_iso3,trade
2005,USA,AFR,25882130388.65188
2005,USA,AUS,20359831370.805428
2005,USA,BGD,345825357.0344299
2005,USA,BRN,74829951.25217965
2005,USA,BTN,1128953.2141205978
2005,USA,CAN,338611612139.91565
2005,USA,CHN,39903199068.77755
2005,USA,COK,929345.6276626831
2005,USA,EUR,48965115080.484406
2005,USA,FJI,60764839.56836566
2005,USA,FSM,26926879.71303078
2005,USA,HKG,24035496042.401222
2005,USA,IDN,1751015519.4406786
2005,USA,IND,12461614854.332329
2005,USA,IRN,101843988.33219056
2005,USA,JPN,102447753372.02051
2005,USA,KHM,85803954.94531539
2005,USA,KIR,2346804.1144630904
2005,USA,KOR,26416231049.028954
2005,USA,LAO,13780949.300503181
2005,USA,LKA,165430581.39641494
2005,USA,MAC,105736547.07312134
2005,USA,MDV,2567737.6284091966
2005,USA,MHL,96501956.332961455
2005,USA,MMR,4681432.839461132
2005,USA,MNG,44374540.331182666
2005,USA,MYS,14234461829.68834
2005,USA,NCL,92935671.01758188
2005,USA,NIU,289607.26390390185
2005,USA,NPL,2871515.766179148
2005,USA,NRU,2133240.4716179124
2005,USA,NZL,1173696289.3470228
2005,USA,PAK,1733024707.8315415
2005,USA,PHL,6649051408.17392
2005,USA,PLW,17352608.42923068
2005,USA,PNG,51301078.69220298
2005,USA,PRK,6646262.402390516
2005,USA,PYF,237664126.64403272
2005,USA,ROA,90094015654.11417
2005,USA,SCA,307602223060.0055
2005,USA,SGP,4406521833.981773
2005,USA,SLB,435265.1347010578
2005,USA,THA,6419054436.493912
2005,USA,TKL,99305236.81019233
2005,USA,TLS,6564428.2593438905
2005,USA,TON,6685338.9138103705
2005,USA,TUV,22615.366308354423
2005,USA,VNM,1516092517.9464247
2005,USA,VUT,15648591.803304387
2005,USA,WLF,373527.17742996226
2005,USA,WSM,35371182.064041
2005,VNM,AFG,1562460.1600789577
2005,VNM,AFR,68488872.14283264
2005,VNM,ASM,6521515.955770189
2005,VNM,AUS,1846662201.5402923
2005,VNM,BGD,8300762.409574851
2005,VNM,BRN,605754.2797534177
2005,VNM,BTN,17177.019920476247
2005,VNM,CAN,566943565.931968
2005,VNM,CHN,1663013196.310139
2005,VNM,COK,58226.50919861067
2005,VNM,EUR,9350744310.849327
2005,VNM,FJI,919911.1616240594
2005,VNM,FSM,25117.25346812138
2005,VNM,GUM,602910.4605494242
2005,VNM,HKG,250016310.1006558
2005,VNM,IDN,764778774.0287488
2005,VNM,IND,52491617.03903381
2005,VNM,IRN,54107057.59547742
2005,VNM,JPN,8401393325.360399
2005,VNM,KHM,317167220.2365258
2005,VNM,KIR,133795.15936353878
2005,VNM,KOR,530778019.5377346
2005,VNM,LAO,38049609.87776017
2005,VNM,LKA,1925490.3140659016
2005,VNM,MAC,2892848.6407544506
2005,VNM,MDV,586381.419893601
2005,VNM,MMR,20965881.34721929
2005,VNM,MNG,3185050.8832875066
2005,VNM,MNP,17869.780242738314
2005,VNM,MYS,1108690898.6271513
2005,VNM,NCL,8567060.37133505
2005,VNM,NIU,17364.854840757325
2005,VNM,NPL,1305578.397888448
2005,VNM,NRU,370.67195413266313
2005,VNM,NZL,45791270.19533328
2005,VNM,PAK,8380820.767887697
2005,VNM,PHL,1415191108.0663319
2005,VNM,PLW,137503.22987174988
2005,VNM,PNG,18171193.96830901
2005,VNM,PRK,1088715.9454888436
2005,VNM,PYF,186118.1673720372
2005,VNM,ROA,839276246.5491669
2005,VNM,SCA,1092330537.4388618
2005,VNM,SGP,2089943942.2680392
2005,VNM,SLB,19256.141691038618
2005,VNM,THA,555634375.3216422
2005,VNM,TKL,33848.37101493179
2005,VNM,TLS,5630621.688448861
2005,VNM,TON,25655.91437568064
2005,VNM,TUV,11514.769751097821
2005,VNM,USA,2550581446.4091063
2005,VNM,VUT,4200.6954854099085
2005,VNM,WLF,47.208472894504666
2005,VNM,WSM,86476.17264668978
2005,VUT,AFR,216530.80730159403
2005,VUT,AUS,2806519.79304735
2005,VUT,CAN,3144982.7562330556
2005,VUT,CHN,265765.7216218263
2005,VUT,EUR,24048126.731683057
2005,VUT,FJI,2522618.3054815186
2005,VUT,HKG,273144.39754666085
2005,VUT,IND,275710.32149148127
2005,VUT,JPN,18515301.233494565
2005,VUT,KIR,181229.15704653712
2005,VUT,KOR,215869.97596462304
2005,VUT,MYS,17815.646610748816
2005,VUT,NCL,1550832.1379752404
2005,VUT,NZL,277389.3569081462
2005,VUT,PAK,73.43644453212619
2005,VUT,PYF,2500.8803285211325
2005,VUT,ROA,27688086.602102946
2005,VUT,SCA,8950100.231551938
2005,VUT,SGP,1761451.7289257324
2005,VUT,THA,55048606.89715092
2005,VUT,TUV,15573.021553460321
2005,VUT,USA,2890655.056187059
2005,VUT,WLF,11403.61280715745
2005,VUT,WSM,1658.3085604403168
2005,WLF,AFR,5283.278091282957
2005,WLF,AUS,2152.8695455343463
2005,WLF,CAN,415.7162057773676
2005,WLF,CHN,95795.30337572712
2005,WLF,EUR,1571146.3284212537
2005,WLF,FJI,97.61252079606056
2005,WLF,IND,3543.601193580311
2005,WLF,NCL,1499.200340520125
2005,WLF,ROA,15.8208853289485
2005,WLF,SCA,37609.039221102925
2005,WLF,THA,1799.8680550204124
2005,WLF,USA,16637.549325830536
2005,WSM,AFR,48736.56236209157
2005,WSM,ASM,15592694.689073179
2005,WSM,AUS,49578913.51529804
2005,WSM,CAN,433.14608477954744
2005,WSM,CHN,27855.618671267526
2005,WSM,COK,133750.9409379889
2005,WSM,EUR,2463123.913858109
2005,WSM,FJI,87148.78809296293
2005,WSM,FSM,3314.5991191773674
2005,WSM,HKG,19669.77454235754
2005,WSM,IDN,1464.363013762888
2005,WSM,IND,54833.235465780555
2005,WSM,JPN,627489.9242427364
2005,WSM,KOR,44489.1913314844
2005,WSM,LKA,28192.31683766972
2005,WSM,MYS,429.67698151231747
2005,WSM,NCL,1216.2277354028079
2005,WSM,NIU,594.5170545257628
2005,WSM,NRU,223.2749028397724
2005,WSM,NZL,343976.6064301834
2005,WSM,PAK,334767.17048707
2005,WSM,PHL,4.6299751486629255
2005,WSM,PNG,797.2494963753503
2005,WSM,PYF,4026.311255896231
2005,WSM,ROA,463837.1193270693
2005,WSM,SCA,5398087.059498634
2005,WSM,SGP,77433.30974577519
2005,WSM,SLB,165.34127841033043
2005,WSM,THA,192037.89593178267
2005,WSM,TKL,702965.7826040925
2005,WSM,TON,358345.9679444782
2005,WSM,TUV,322.37756480872633
2005,WSM,USA,10386664.019368893
2005,WSM,VUT,41.94897440485656
2005,WSM,WLF,2268.7547018693763
2006,AFG,AFR,2183334.4413033635
2006,AFG,AUS,522014.70582152414
2006,AFG,BGD,13078893.838330261
2006,AFG,BRN,32508.02999508292
2006,AFG,CAN,540750.3173785249
2006,AFG,CHN,126858.75711351633
2006,AFG,EUR,57067407.26039106
2006,AFG,FJI,1873.308209327794
2006,AFG,IDN,267369.8405030593
2006,AFG,IND,84053779.48992579
2006,AFG,JPN,345733.7058014963
2006,AFG,KHM,4511.649057125673
2006,AFG,KOR,92374.25961676682
2006,AFG,LKA,368692.65218812134
2006,AFG,MYS,18641.966961694416
2006,AFG,NCL,6977.127634540945
2006,AFG,NZL,189502.91666726058
2006,AFG,PAK,62411981.37980758
2006,AFG,PHL,32019.964670790963
2006,AFG,PYF,422.77812209590337
2006,AFG,ROA,21639316.982892603
2006,AFG,SCA,6311134.100014603
2006,AFG,SGP,4137393.72208313
2006,AFG,THA,182617.44826379814
2006,AFG,USA,38858453.77431
2006,AFR,AFG,66026332.509274215
2006,AFR,ASM,818950.1960598202
2006,AFR,AUS,2232091611.7791843
2006,AFR,BGD,87018598.156907693
2006,AFR,BRN,4121374.1748094396
2006,AFR,BTN,345557.40562090126
2006,AFR,CAN,2552093000.766425
2006,AFR,CHN,45738922250.45349
2006,AFR,COK,21425.20502273389
2006,AFR,EUR,112883903806.37216
2006,AFR,FJI,15278925.9903143
2006,AFR,FSM,67588.36118238635
2006,AFR,GUM,295941.01369621034
2006,AFR,HKG,565634980.1327078
2006,AFR,IDN,1837626055.41291
2006,AFR,IND,13744850475.963896
2006,AFR,IRN,389663298.44111305
2006,AFR,JPN,4324784517.067606
2006,AFR,KHM,2841991.476267397
2006,AFR,KIR,1507049.200165681
2006,AFR,KOR,1546200176.0831528
2006,AFR,LAO,2780892.044749203
2006,AFR,LKA,7411747.346359998
2006,AFR,MAC,10696601.73513686
2006,AFR,MDV,1439291.5197406423
2006,AFR,MHL,2472118.1155409287
2006,AFR,MMR,2106616.3386466736
2006,AFR,MNG,174568.27772073797
2006,AFR,MNP,783980.00118838
2006,AFR,MYS,331114702.59750617
2006,AFR,NCL,3107314.704588158
2006,AFR,NIU,28462.33720072429
2006,AFR,NPL,8617899.718655013
2006,AFR,NRU,895071.9776965422
2006,AFR,NZL,336683807.225189
2006,AFR,PAK,1237367449.942022
2006,AFR,PHL,46584144.694058225
2006,AFR,PLW,9431.75723346183
2006,AFR,PNG,2080849.888910228
2006,AFR,PRK,136446407.73871028
2006,AFR,PYF,1364035.6667253803
2006,AFR,ROA,8314566219.35269
2006,AFR,SCA,9404329746.400368
2006,AFR,SGP,648146942.598964
2006,AFR,SLB,780934.4562583263
2006,AFR,THA,550947680.2495399
2006,AFR,TKL,2824385.062537998
2006,AFR,TLS,82778.4973865182
2006,AFR,TON,153884.68881162492
2006,AFR,TUV,1005.7220436497591
2006,AFR,USA,140837219917.4248
2006,AFR,VNM,40707080.48377386
2006,AFR,VUT,693750.5247962275
2006,AFR,WLF,157985.60707806092
2006,AFR,WSM,486381.0158639001
2006,ASM,AFR,101303.47297767736
2006,ASM,AUS,1893408.6055198922
2006,ASM,BGD,30182.68632861357
2006,ASM,BRN,269.8055060833227
2006,ASM,CAN,440335.82028581214
2006,ASM,EUR,1432915.2118985597
2006,ASM,FJI,7890.247055880354
2006,ASM,FSM,258.10136887747797
2006,ASM,HKG,1352.0555697020145
2006,ASM,IDN,1710184.3758417722
2006,ASM,IND,132942176.80610871
2006,ASM,JPN,626251.4516784705
2006,ASM,KHM,22105.144029800314
2006,ASM,KOR,165783.0432154066
2006,ASM,LKA,193760.4655284863
2006,ASM,MYS,21092.662650381586
2006,ASM,NCL,3109.908481299877
2006,ASM,NZL,1278634.5706603746
2006,ASM,PAK,188579.9690592008
2006,ASM,ROA,640485.021172767
2006,ASM,SCA,189972.5496890301
2006,ASM,THA,645895.9412315517
2006,ASM,TON,434298.71951937507
2006,ASM,VUT,587.0450505322776
2006,ASM,WLF,2615.891994909849
2006,ASM,WSM,197755.51597728883
2006,AUS,AFG,6656974.936207769
2006,AUS,AFR,2564495709.084529
2006,AUS,ASM,7101374.930395812
2006,AUS,BGD,199758738.0453251
2006,AUS,BRN,28574696.97995047
2006,AUS,BTN,253810.76234359294
2006,AUS,CAN,477691881.97168696
2006,AUS,CHN,13835451187.984564
2006,AUS,COK,5171342.4722831175
2006,AUS,EUR,6209955412.646879
2006,AUS,FJI,606353691.0516208
2006,AUS,FSM,1749945.9613860608
2006,AUS,GUM,1888441.826535998
2006,AUS,HKG,2223061748.625016
2006,AUS,IDN,2263379962.336643
2006,AUS,IND,611849913.4016032
2006,AUS,IRN,83163755.45882952
2006,AUS,JPN,38925670503.82083
2006,AUS,KHM,28544936.688630488
2006,AUS,KIR,6796024.292298457
2006,AUS,KOR,16618211443.120693
2006,AUS,LAO,11458720.51508847
2006,AUS,LKA,152543459.47726807
2006,AUS,MAC,19154351.69814691
2006,AUS,MDV,33541981.551716328
2006,AUS,MHL,719575.8564486117
2006,AUS,MMR,46232724.0214964
2006,AUS,MNG,20200157.404416297
2006,AUS,MNP,222247.52457390353
2006,AUS,MYS,3254816408.344569
2006,AUS,NCL,134855265.45543024
2006,AUS,NIU,78629.78382542617
2006,AUS,NPL,1366780.4489526418
2006,AUS,NRU,13982948.041256735
2006,AUS,NZL,2274710278.523024
2006,AUS,PAK,28269273.970077455
2006,AUS,PHL,298561688.14890397
2006,AUS,PLW,1289488.3087772513
2006,AUS,PNG,1382526234.5617142
2006,AUS,PYF,78728018.04192849
2006,AUS,ROA,5014456791.583949
2006,AUS,SCA,3138287387.311036
2006,AUS,SGP,3655264886.8325405
2006,AUS,SLB,25363609.6076511
2006,AUS,THA,1213781482.1726654
2006,AUS,TLS,17608261.413075145
2006,AUS,TON,19694516.677245166
2006,AUS,TUV,4481645.494105257
2006,AUS,USA,11229729412.294043
2006,AUS,VNM,249291586.49613863
2006,AUS,VUT,84982331.3154751
2006,AUS,WLF,5001115.881686065
2006,AUS,WSM,55521722.36426574
2006,BGD,AFG,1064278.5222317977
2006,BGD,AFR,96184567.36948842
2006,BGD,ASM,10130.100773402024
2006,BGD,AUS,48802235.090910114
2006,BGD,BRN,47179.173940827786
2006,BGD,BTN,1064769.9703007252
2006,BGD,CAN,701034142.8813522
2006,BGD,CHN,521751090.8700707
2006,BGD,COK,93624.69847057379
2006,BGD,EUR,4633668688.23414
2006,BGD,FJI,40277.676008916416
2006,BGD,GUM,30304.80583652444
2006,BGD,HKG,25754783.470039666
2006,BGD,IDN,38442502.22860979
2006,BGD,IND,386362705.30125797
2006,BGD,IRN,12438194.25035572
2006,BGD,JPN,16305626.548340857
2006,BGD,KHM,680592.5304353035
2006,BGD,KIR,2031.3187850846443
2006,BGD,KOR,101537796.14258197
2006,BGD,LAO,83174.03832091446
2006,BGD,LKA,12809772.65067007
2006,BGD,MAC,18107.972381680273
2006,BGD,MDV,154178.5068490189
2006,BGD,MHL,1460.5558856453745
2006,BGD,MMR,5820630.326472273
2006,BGD,MNG,210259.56304625096
2006,BGD,MYS,23324237.33318008
2006,BGD,NCL,125119.34209032846
2006,BGD,NPL,319045.0335802317
2006,BGD,NRU,7.803790729492903
2006,BGD,NZL,5489759.962095142
2006,BGD,PAK,41771313.02412538
2006,BGD,PHL,2652350.3411032334
2006,BGD,PNG,1083675.1345873012
2006,BGD,PRK,49720.555993977745
2006,BGD,PYF,327657.98370850977
2006,BGD,ROA,116195751.53835565
2006,BGD,SCA,9086627.462572068
2006,BGD,SGP,88621502.15478483
2006,BGD,SLB,8856.785796794109
2006,BGD,THA,31196910.600548543
2006,BGD,TKL,3391.651469227765
2006,BGD,TLS,49620.73845969513
2006,BGD,TON,737.9845849856735
2006,BGD,USA,465513649.8136277
2006,BGD,VNM,42595202.025242634
2006,BGD,VUT,47396.955889123215
2006,BGD,WLF,910.430323971249
2006,BRN,AFR,4165910.949335777
2006,BRN,AUS,540137053.278776
2006,BRN,BGD,26624.191362120884
2006,BRN,CAN,902142.6030150614
2006,BRN,CHN,199159643.27891243
2006,BRN,EUR,25476194.05016625
2006,BRN,FJI,15685.043824403476
2006,BRN,HKG,1009769.2643175579
2006,BRN,IDN,1266190576.381373
2006,BRN,IND,121713474.4031116
2006,BRN,IRN,29941.447855723418
2006,BRN,JPN,591612719.5964601
2006,BRN,KHM,52311.9185903516
2006,BRN,KOR,695311697.6047308
2006,BRN,LAO,49989.613610067405
2006,BRN,LKA,106088.78544247554
2006,BRN,MMR,22152.476362936293
2006,BRN,MNG,1920.5501359911636
2006,BRN,MYS,41044235.04832332
2006,BRN,NCL,34.939437456429
2006,BRN,NPL,484449.63097104244
2006,BRN,NZL,409943432.7295256
2006,BRN,PAK,197372.48636665498
2006,BRN,PHL,416717.0645898116
2006,BRN,PNG,12287.975622791098
2006,BRN,PRK,504215.89271658065
2006,BRN,PYF,1243.3970617700834
2006,BRN,ROA,1598139.6722074605
2006,BRN,SCA,3668789.5188557794
2006,BRN,SGP,386325716.0057385
2006,BRN,THA,138245481.95264435
2006,BRN,USA,424283933.63051224
2006,BRN,VNM,127677.75488254498
2006,BRN,VUT,32680.424587324727
2006,BTN,AFR,80060.21155311371
2006,BTN,AUS,3630.399973957334
2006,BTN,BGD,4244991.24143685
2006,BTN,CAN,5286.280730271293
2006,BTN,CHN,181.0466752201319
2006,BTN,EUR,583246.5962818499
2006,BTN,FJI,41499.90435849293
2006,BTN,HKG,21156656.931432784
2006,BTN,IND,141254649.16471532
2006,BTN,JPN,241325.0132151349
2006,BTN,KOR,130.245649223309
2006,BTN,LKA,14153.810490346143
2006,BTN,MDV,490.2297603287734
2006,BTN,MYS,1263.1498231673845
2006,BTN,NPL,1961850.6331063765
2006,BTN,NZL,869.083597329678
2006,BTN,PAK,38005.27555522369
2006,BTN,ROA,740284.0151626047
2006,BTN,SCA,827340.3086549736
2006,BTN,SGP,14953968.771130169
2006,BTN,THA,5398521.294665037
2006,BTN,USA,676828.7924949505
2006,BTN,VNM,6342.738751417888
2006,CAN,AFG,11500822.356153931
2006,CAN,AFR,1860776076.1391847
2006,CAN,ASM,1482502.2823083282
2006,CAN,AUS,1141596017.0032425
2006,CAN,BGD,145920993.0656888
2006,CAN,BRN,16908216.75786964
2006,CAN,BTN,109934.65422688134
2006,CAN,CHN,7542337690.360417
2006,CAN,COK,224698.1813120924
2006,CAN,EUR,30965079583.07681
2006,CAN,FJI,3637522.58864373
2006,CAN,GUM,5489523.384699653
2006,CAN,HKG,2178593064.0316114
2006,CAN,IDN,928553197.6028802
2006,CAN,IND,365440208.90335274
2006,CAN,IRN,467271219.88827336
2006,CAN,JPN,10972305027.66159
2006,CAN,KHM,2590397.917539874
2006,CAN,KIR,19661.208215767096
2006,CAN,KOR,1625565683.9474063
2006,CAN,LAO,748786.476793813
2006,CAN,LKA,217381606.85415533
2006,CAN,MAC,28663256.76204966
2006,CAN,MDV,2601625.154761743
2006,CAN,MMR,76087.3377856057
2006,CAN,MNG,13586997.3459644
2006,CAN,MYS,380978448.4390849
2006,CAN,NCL,3645249.279007856
2006,CAN,NIU,5207.350684167631
2006,CAN,NPL,4762458.357483532
2006,CAN,NRU,5622.347906718962
2006,CAN,NZL,256614996.89231753
2006,CAN,PAK,276596765.2116833
2006,CAN,PHL,521828228.33683026
2006,CAN,PNG,3252874.294542337
2006,CAN,PRK,17476603.557387248
2006,CAN,PYF,18596480.644641552
2006,CAN,ROA,5198633233.428422
2006,CAN,SCA,15621201125.644085
2006,CAN,SGP,1342902746.2442155
2006,CAN,SLB,197320.18778682937
2006,CAN,THA,806602686.9710083
2006,CAN,TLS,102722.88491392079
2006,CAN,TON,33602.23581410223
2006,CAN,USA,85498767546.02966
2006,CAN,VNM,30132705.189692616
2006,CAN,VUT,597806.4192371203
2006,CAN,WLF,1221143.8151716858
2006,CAN,WSM,36777.693595889374
2006,CHN,AFG,80345231.95575298
2006,CHN,AFR,35164690830.84426
2006,CHN,AUS,23208310472.050648
2006,CHN,BGD,329510676.0545392
2006,CHN,BRN,187946937.5042206
2006,CHN,BTN,1614195.0541241837
2006,CHN,CAN,21745377153.094223
2006,CHN,COK,1062515.6637493214
2006,CHN,EUR,479716685236.7853
2006,CHN,FJI,37464712.932832554
2006,CHN,FSM,4085994.7747766147
2006,CHN,HKG,233905253723.33047
2006,CHN,IDN,2230650791.590331
2006,CHN,IND,24719511189.57028
2006,CHN,IRN,6371144949.526945
2006,CHN,JPN,174536203086.14868
2006,CHN,KHM,193341257.10337114
2006,CHN,KIR,1566540.0289758663
2006,CHN,KOR,57189783463.770004
2006,CHN,LAO,210134876.70231426
2006,CHN,LKA,866507819.3785107
2006,CHN,MAC,2482785678.55114
2006,CHN,MDV,15371274.751740763
2006,CHN,MHL,227520039.20881256
2006,CHN,MMR,1755654778.719276
2006,CHN,MNG,324554658.361668
2006,CHN,MYS,17412033897.728695
2006,CHN,NCL,69382989.09328508
2006,CHN,NPL,416480506.9136386
2006,CHN,NZL,3941470361.7295113
2006,CHN,PAK,3493953461.3637724
2006,CHN,PHL,5965148496.0343075
2006,CHN,PLW,711942.0771169305
2006,CHN,PNG,42372332.354001775
2006,CHN,PRK,240261423.77618718
2006,CHN,PYF,29502064.06933158
2006,CHN,ROA,30916717060.807575
2006,CHN,SCA,33019952079.23713
2006,CHN,SGP,41195554566.55303
2006,CHN,SLB,6673201.307522146
2006,CHN,THA,13809196204.148682
2006,CHN,TLS,3063184.390955066
2006,CHN,TON,3753214.8909770246
2006,CHN,TUV,2750054.060763139
2006,CHN,USA,196459130512.71704
2006,CHN,VNM,4825031635.557201
2006,CHN,VUT,1748743.3864032645
2006,CHN,WLF,3592955.1469404125
2006,CHN,WSM,5335948.603418893
2006,COK,AFR,852802.9689462259
2006,COK,AUS,492812.310721298
2006,COK,BGD,255.47778131864033
2006,COK,CAN,41789.883717651195
2006,COK,CHN,1302354.692587977
2006,COK,EUR,471590.52586001647
2006,COK,FJI,29889.382895806804
2006,COK,IDN,4474254.616144773
2006,COK,IND,20415.34234494986
2006,COK,JPN,5591035.002469697
2006,COK,KIR,152.01927420515568
2006,COK,KOR,8424.6761027071625
2006,COK,LKA,1147.210984700406
2006,COK,MYS,136.23995603160003
2006,COK,NZL,1438597.7969893785
2006,COK,PYF,1080.0971442224459
2006,COK,ROA,2480.215223612171
2006,COK,SCA,106689.88555001986
2006,COK,THA,163986.3388718784
2006,COK,USA,2487326.180403142
2006,COK,VNM,3421471.7825579424
2006,COK,WSM,292.98305073939264
2006,EUR,AFG,142632186.63003612
2006,EUR,AFR,86596497674.79393
2006,EUR,ASM,7480358.246873688
2006,EUR,AUS,12627808850.840948
2006,EUR,BGD,1867656176.5934858
2006,EUR,BRN,342754182.3426778
2006,EUR,BTN,9330954.000518207
2006,EUR,CAN,54481587982.94618
2006,EUR,CHN,12751014721.927917
2006,EUR,COK,2860716.774470022
2006,EUR,FJI,19132587.023689844
2006,EUR,FSM,1301159.692392116
2006,EUR,GUM,55218781.56239558
2006,EUR,HKG,19772314602.45237
2006,EUR,IDN,4558707771.896103
2006,EUR,IND,40982694934.53635
2006,EUR,IRN,16195184409.459713
2006,EUR,JPN,121238931362.20032
2006,EUR,KHM,293266912.92249155
2006,EUR,KIR,1950173.149988652
2006,EUR,KOR,50547938271.6499
2006,EUR,LAO,32729155.91469299
2006,EUR,LKA,2829794013.155723
2006,EUR,MAC,567007180.9228992
2006,EUR,MDV,20594323.396743312
2006,EUR,MHL,726701862.4201188
2006,EUR,MMR,207561308.90549982
2006,EUR,MNG,757201208.6459337
2006,EUR,MNP,6538182.83097031
2006,EUR,MYS,11065565305.218262
2006,EUR,NCL,1102004464.7732372
2006,EUR,NIU,2610495.986277557
2006,EUR,NPL,84597663.51600374
2006,EUR,NRU,1489409.4245865333
2006,EUR,NZL,7198347946.69963
2006,EUR,PAK,1206640899.3811188
2006,EUR,PHL,9955104240.198885
2006,EUR,PLW,1299870.029098937
2006,EUR,PNG,102485101.08076747
2006,EUR,PRK,148426202.91744572
2006,EUR,PYF,425630572.8852975
2006,EUR,ROA,199782833974.59225
2006,EUR,SCA,84949681821.80646
2006,EUR,SGP,6611916889.415901
2006,EUR,SLB,17197875.82326995
2006,EUR,THA,15226126658.016727
2006,EUR,TKL,100495255.46113157
2006,EUR,TLS,9169692.127248984
2006,EUR,TON,8341915.560612831
2006,EUR,TUV,4204021.804811776
2006,EUR,USA,51059301376.32892
2006,EUR,VNM,5201239417.99937
2006,EUR,VUT,10213973.614925459
2006,EUR,WLF,5771802.030195329
2006,EUR,WSM,5088131.4315118585
2006,FJI,AFR,1075178.7960169083
2006,FJI,ASM,13259896.577515308
2006,FJI,AUS,135908244.5404079
2006,FJI,BGD,29.9149301840458
2006,FJI,BRN,1329.2355793681927
2006,FJI,CAN,9322047.165608581
2006,FJI,CHN,1565306.593182212
2006,FJI,COK,2862888.393047951
2006,FJI,EUR,19295350.74146375
2006,FJI,FSM,131863.53803610257
2006,FJI,GUM,54088.89093361032
2006,FJI,HKG,5856476.087683517
2006,FJI,IDN,144872.16750594764
2006,FJI,IND,8085823.896129552
2006,FJI,JPN,34118804.539598726
2006,FJI,KHM,6071.920556616969
2006,FJI,KIR,11834002.559359683
2006,FJI,KOR,4987361.312731136
2006,FJI,LKA,92007.29754278576
2006,FJI,MDV,7628.433187812567
2006,FJI,MHL,625151.7733032249
2006,FJI,MYS,1062524.613832218
2006,FJI,NCL,2856130.2831668346
2006,FJI,NIU,9612.267232937924
2006,FJI,NPL,54289.66591638858
2006,FJI,NRU,295015.20183300006
2006,FJI,NZL,16898358.056742027
2006,FJI,PAK,86813.75177787263
2006,FJI,PHL,14660.865640089847
2006,FJI,PLW,7008.888637295924
2006,FJI,PNG,4805787.546685941
2006,FJI,PRK,4959.474242151064
2006,FJI,PYF,1646429.3802177487
2006,FJI,ROA,265418.7643750479
2006,FJI,SCA,10829532.378091045
2006,FJI,SGP,8470311.344292905
2006,FJI,SLB,3086197.2334804055
2006,FJI,THA,1550846.5426952443
2006,FJI,TKL,16749.08588442644
2006,FJI,TLS,2138897.9092088025
2006,FJI,TON,14005600.647186773
2006,FJI,TUV,1980001.824583743
2006,FJI,USA,78846478.8136573
2006,FJI,VNM,112151.74144590102
2006,FJI,VUT,7186028.087317621
2006,FJI,WLF,3674503.274144409
2006,FJI,WSM,14761830.198899452
2006,FSM,AFR,14.563205574732272
2006,FSM,AUS,693.6587170185521
2006,FSM,CHN,65017.82834195928
2006,FSM,EUR,367847.1491672338
2006,FSM,GUM,1479078.780969267
2006,FSM,HKG,878672.2875069665
2006,FSM,IND,23946.7392854644
2006,FSM,JPN,1236724.9485378275
2006,FSM,KOR,6026.317837557197
2006,FSM,MHL,160948.13908349274
2006,FSM,MNP,1732719.1424246407
2006,FSM,MYS,47996.75324468725
2006,FSM,NZL,93.65416417159139
2006,FSM,PHL,2132991.0968292723
2006,FSM,SCA,2586239.797447643
2006,FSM,THA,13444013.304098718
2006,FSM,USA,1359768.9818367984
2006,FSM,VUT,1211.0324021218344
2006,GUM,AFR,627847.6439271411
2006,GUM,AUS,244079.2693144569
2006,GUM,CAN,48210.202128269986
2006,GUM,EUR,1979554.0059780942
2006,GUM,FJI,2847.5865074785424
2006,GUM,FSM,16365868.12748731
2006,GUM,HKG,702217.7798782128
2006,GUM,IND,1664312.1874181596
2006,GUM,JPN,75407250.71331623
2006,GUM,KOR,75915.72900871525
2006,GUM,MAC,15887.228298522532
2006,GUM,MYS,9370.193553676829
2006,GUM,NCL,417.5196101605892
2006,GUM,NZL,17752.68414131878
2006,GUM,PHL,103963.40219523478
2006,GUM,PYF,23290.7696696443
2006,GUM,ROA,2867783.5159363057
2006,GUM,SCA,96663.80168596431
2006,GUM,SGP,4731347.803740555
2006,GUM,THA,497351.1471717743
2006,GUM,TON,5225.553939016163
2006,GUM,VNM,64266.19887011889
2006,GUM,WSM,56474.31348962709
2006,HKG,AFR,2056322627.0607405
2006,HKG,ASM,151696.52685504407
2006,HKG,AUS,3248050794.8393645
2006,HKG,BGD,635127039.2869089
2006,HKG,BRN,9480413.695777528
2006,HKG,BTN,239415.67099525264
2006,HKG,CAN,642227249.0744615
2006,HKG,CHN,38551549955.442604
2006,HKG,EUR,62183326121.232666
2006,HKG,FJI,32253995.535385843
2006,HKG,FSM,8513268.830986451
2006,HKG,GUM,26113060.17385897
2006,HKG,IDN,596783658.1074433
2006,HKG,IND,3469793923.7942944
2006,HKG,IRN,11708669.668230668
2006,HKG,JPN,5721963943.350932
2006,HKG,KHM,379851721.79333
2006,HKG,KIR,213199.9787125891
2006,HKG,KOR,2591501437.6295333
2006,HKG,LAO,6159965.429142542
2006,HKG,LKA,803452611.933997
2006,HKG,MAC,1659778700.0364847
2006,HKG,MDV,1229976.734453082
2006,HKG,MHL,738034.3568606358
2006,HKG,MMR,24990855.531436503
2006,HKG,MNG,15388442.389272708
2006,HKG,MNP,129446362.17427993
2006,HKG,MYS,3411327676.354388
2006,HKG,NCL,3196560.245454642
2006,HKG,NPL,35351669.54789833
2006,HKG,NRU,4644.839529560134
2006,HKG,NZL,515305219.2324285
2006,HKG,PAK,18554870.08056715
2006,HKG,PHL,2616615763.4560127
